table_name,affiliation,type
by,"Editor/Publisher, 'Chanchal' Daily ",Complainant
by,"Jour-nalist, Adiput",Complainant
by,"Jour-nalist, Adiput",Complainant
by,Journalist,Complainant
by,Journalist,Complainant
by,"Murhu Correspondent,Dainik Aaj",Complainant
by,,Complainant
by,,Complainant
by,,Complainant
by,Dainik Agradoot,Complainant
by,Dainik Sambad,Complainant
by," Correspondent, Prabhat Khabar",Complainant
by,Journalist,Complainant
by,President M.P. Aanchalik Patrakar Sangh,Complainant
by,Thane Darshan,Complainant
by,Thane Darshan,Complainant
by,"Representative,Shah Times",Complainant
by,"Editor, Koyla Ispat Darpan",Complainant
by,"Tehsil Corres-pondent, Dainik Aaj",Complainant
by,"Tehsil Corres-pondent, Dainik Aaj",Complainant
by,"Publisher,Sanjay Tarana",Complainant
by,Barak Darpan,Complainant
by,Dainik Vrittant,Complainant
by,Gram Utthan Samachar Patra,Complainant
by,Gram Utthan Samachar Patra,Complainant
by,"Correspondent,Hindustan",Complainant
by,Viniyoga Hakku,Complainant
by,Publisher/Editor Bagpat Delhi News,Complainant
by,"Journalist, , Dainik Navkaramyug",Complainant
by,"Journalist, , Dainik Navkaramyug",Complainant
by,"Correspondent, Dainik Dewan and Dainik Karamyug Prakash",Complainant
by,"Chief Editor, Jugar Sadhan and Jyotishphalak",Complainant
by,"Editor-in-Chief, Chandra Bulletin",Complainant
by,"Press Reporter,Dainik Chetna",Complainant
by,"District Representative, Dainik Nisha Naresh",Complainant
by,"District Representative, Dainik Nisha Naresh",Complainant
by,Bheem Netritya,Complainant
by,Banda Tahzeeb,Complainant
by,Banda Tahzeeb,Complainant
by, Correspondent of Jansatta and Sandhya Prahari,Complainant
by,Nakkheeran,Complainant
by,Janamitra,Complainant
by,"Journalsit, Guhla Chika",Complainant
by," Editor, Dainik Chhatarpur Paraman",Complainant
by,"Chief Editor, Saptahik Column",Complainant
by,"Chief Editor, Saptahik Column",Complainant
by,"Member, National Working Journalists Asso-ciation and Editor, Margo Prabha",Complainant
by, Insaf Ki Batein,Complainant
by, Editor Insaf Ki Batein,Complainant
by,Lokmat Dainik,Complainant
by,Chief Editor Dainik Sudur Sandesh,Complainant
by,Chief Editor Dainik Sudur Sandesh,Complainant
by,Chief Editor Dainik Sudur Sandesh,Complainant
by,Dainik Hari Bhumi,Complainant
by,Executive (Admn.) Amar Ujala,Complainant
by,"Chief Correspondent ,Tarun Duniya",Complainant
by,Journalist,Complainant
by,"Editor ,Dainik Maru Lahar",Complainant
by,Journalist,Complainant
by,Journalist Amar Ujala,Complainant
by,Journalist Dainik Jagran,Complainant
by,Journalist  Bijnor Times,Complainant
by,Journalist,Complainant
by,"Editor, Bharat Apradh",Complainant
by,"Editor, Bharat Apradh",Complainant
by,"Editor ,Dainik Veer Sainani",Complainant
by,"Wardha District Representative, Dainik Mahasagar",Complainant
by,"Sub Editor, Rai Morcha",Complainant
by,"Chief Editor,Daily Sainik",Complainant
by,Journalist,Complainant
by,"Special Press Correspondent,Dainik Janmabhoomi",Complainant
by,free-lance journalist of Goa,Complainant
by,free-lance journalist of Goa,Complainant
by,General Secretary District Journalists Association,Complainant
by,President District Journalists Association,Complainant
by,Bureau Chief U.P. Journalist Association,Complainant
by,and General Secretary U.P. Journalist Association,Complainant
by,Editor Yuva Pukar,Complainant
by,Editor Yuva Pukar,Complainant
by,Nakkheeran,Complainant
by,"Editor, Lalkar",Complainant
by,President and General Secretary of Punjab Union of Journalists,Complainant
by, President and General Secretary of Punjab Union of Journalists,Complainant
by,Udyoga Prabha,Complainant
by,"City Reporter, Police Pratigya",Complainant
by,"City Reporter, Police Pratigya",Complainant
by,"City Reporter, Police Pratigya",Complainant
by,"City Reporter, Police Pratigya",Complainant
by,"Editor & Publisher, Kalapasha",Complainant
by,"Editor & Publisher, Kalapasha",Complainant
by,"Journalsit,Quami Jung",Complainant
by,Chief Editor Pilibhit Times,Complainant
by,"Publisher ,Aparanh Dainik",Complainant
by,"District Correspondent, Dainik Mother",Complainant
by,"Press Reporter ,Daily Ashiana",Complainant
by,Veer Yodha,Complainant
against,Dainik Jagran,Accused
against,Statesman,Accused
against,,Accused
against,Bhuvana Sangathi,Accused
against,,Accused
against,Prabhat Khabar,Accused
against,Prabhat Khabar,Accused
against,,Accused
against,,Accused
against,,Accused
against,Lankesh Patrika,Accused
against,,Accused
against,,Accused
against,Dainik Jagran,Accused
against,Amar Ujala,Accused
against,Amar Bharti.,Accused
against,Saptahik Sukhratnama Newspaper,Accused
against,The Samaj,Accused
against,Dainik Rashtradoot M,Accused
against,Ajit,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Dainik Bhaskar,Accused
against,Haribhumi,Accused
against,Amar Ujala.,Accused
against,,Accused
against,,Accused
against,Dainik Jagran,Accused
against,Shivalik Blitz,Accused
against,,Accused
against,Dainik Aaj,Accused
against,Swatantra Chetna,Accused
against,Shri Hemant Kumar Mishra,Accused
against,Andhra Prabha,Accused
against,,Accused
against,M.P. Nagar,Accused
against,Revachal Roshni,Accused
against,Hindustan.,Accused
against,Dainik Jagran,Accused
against,Dainik Bhaskar,Accused
against,Lokshahi Varta,Accused
against,Hindustan,Accused
against,Dainik Nai Duniya.,Accused
against,Parivarik Dastak,Accused
against,Dainik Jagran,Accused
against,Dinakaran,Accused
against,,Accused
against,,Accused
against,,Accused
against,Amar Ujala,Accused
against,Rana Pratap,Accused
against,,Accused
against,Deccan Chronicle,Accused
against,Yamuna Kinare,Accused
against,,Accused
against,,Accused
against,,Accused
against,Khusro Mail,Accused
against,Dainik Bhaskar,Accused
against,Nai Dunia,Accused
against,Youth India,Accused
against,Youth India,Accused
against,The Hindustan Times,Accused
against,Telecom live Magazine,Accused
against,Eastern Chronicle,Accused
against,Hindustan,Accused
against,Dainik Jagran,Accused
against,Kannada Gangotri,Accused
against,Bundelkhand Live,Accused
against,,Accused
against,,Accused
against,Aaj Ka Arjun,Accused
against,,Accused
against,Dainik Divya Marathi,Accused
against,Dainik Bhaskar,Accused
against,Dainik Hindustan,Accused
against,Daily News Activist,Accused
against,Dainik Jagran,Accused
against,Nav Bharat Times,Accused
against,Rastriya Sahara,Accused
against,Amar Ujala,Accused
against,Dainik Jagran,Accused
against,Hindustan,Accused
against,Suratgarh,Accused
against,Dainik Neemuch,Accused
against,,Accused
against,,Accused
against,Prem Kesari,Accused
against,,Accused
against,,Accused
against,Samagra Rajasthan,Accused
against,Nirbhay Punjab,Accused
against,Nai Duniya,Accused
against,,Accused
against,Syandan Patrika,Accused
against,"Bureau Chief, Dainik Hindustan",Accused
against,Dainik Sayan Anand,Accused
against,Dombivli Varta.,Accused
against,,Accused
against,Harkat,Accused
against,the Aj,Accused
against,Nainital Samachar,Accused
against,,Accused
against,,Accused
against,Punjab Kesari,Accused
against,Jagbani,Accused
against,Lokdarshan.,Accused
against,Sakal.,Accused
against,Nyayada Haadi.,Accused
against,Tarun Bharat.,Accused
against,Janamitra.,Accused
against,Prajavani. (Paid News),Accused
against,MalenaduJothi.,Accused
against,Abhimanyu.,Accused
against,Mandya Circle Weekly.,Accused
against,Udayavani.,Accused
against,Mysore Praje.,Accused
against,Shabdavedi.,Accused
against,Nanjanagud Mithra.,Accused
against,Mysore Mitra,Accused
against,Prajegale Prabhugale.,Accused
against,Rajamarg.,Accused
against,Reshme Nadu.,Accused
against,Dainik Bhaskar,Accused
against,Dainik Pratigya,Accused
against,Dainik Jagran New Delhi,Accused
against,Amar Ujala,Accused
against,Times of India,Accused
against,Dainik Jagran,Accused
against,Burean Times,Accused
against,,Accused
against,,Accused
against,The Times of India,Accused
against,Crime and Justice Times,Accused
against,Dainik Hint,Accused
against,Dainik Bhaskar,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Dainik Indore,Accused
against,,Accused
against,Dainik Bhaskar,Accused
against,Lokshahi Varta,Accused
against,Satyapur Times,Accused
against,,Accused
against,,Accused
against,Dainik Jagran,Accused
against,Dainik Hindustan,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,The Sunday Guardian,Accused
against,,Accused
against,Outlook,Accused
against,,Accused
against,Amar Ujjala,Accused
against,Hindustan.,Accused
against,Jan Sandesh Times.,Accused
against,Dainik Kashish,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Times of India,Accused
against,,Accused
against,Vishav Prikrama Times,Accused
against,,Accused
against,,Accused
against,,Accused
against,Gauri Lankesh,Accused
against,,Accused
against,Realpolitik,Accused
against,Dainik U.P. News Express,Accused
against,Dainik Jagran,Accused
against,Pradesh Today,Accused
against,,Accused
against,,Accused
against,Dainik Jagran,Accused
against,Dainik Jabalpur Express,Accused
against,Patrika,Accused
against,Hindustan and Amar Ujala,Accused
against,,Accused
against,Karavali Munjavu,Accused
against,,Accused
against,,Accused
against,New Indian Express,Accused
against,Amar Ujala,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Dainik Jagran.,Accused
against,,Accused
against,,Accused
against,Our Leader,Accused
against,,Accused
against,,Accused
against,The Hindustan Times,Accused
against,Amar Asom,Accused
against,Dainik Raj Express Bhopal (M.P.).,Accused
against,Dainik U.P. News Express,Accused
against,"Jansatta, Correspondent",Accused
against,Amar Ujjala,Accused
against,,Accused
against,,Accused
against,,Accused
against,Sanjha Lokswami,Accused
against,,Accused
against,Mind,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Mumbai Mirror,Accused
against,Hindustan,Accused
against,Dainik Jagran,Accused
against,Punjab Kesari,Accused
against,Jagbani,Accused
against,Deccan Chronicle,Accused
against,Dainik Jagran.,Accused
against,Malayala Manorama,Accused
against,,Accused
against,Super Service of News,Accused
against,Daily Pudhari,Accused
against,Dashpur Express,Accused
against,Daily News & Analysis’ (DNA),Accused
against,New Heramb Times,Accused
against,Chautha Sansar,Accused
against,Dainik Bhaskar,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Bhaskar Prakashan Pvt. Ltd.,Accused
against,‘Nav Bharat Times’,Accused
against,Union Territory Independent.,Accused
against,The Canara Times,Accused
against,,Accused
against,,Accused
against,Hindustan,Accused
against,Dainik Jagran,Accused
against,Hindustan,Accused
against,State King,Accused
against,The Tribune,Accused
against,,Accused
against,Matadar,Accused
against,Dainik Jagran,Accused
against,Tom Tom,Accused
against,Sh. Janmed Singh Yadav,Accused
against,,Accused
against,,Accused
against,,Accused
against,Dainik Jagran,Accused
against,,Accused
against,Hai GuduguSidiliu,Accused
against,Karnataka Alalu,Accused
against,Pruthvi,Accused
against,Kannada Prabha,Accused
against,Udayavani.,Accused
against,Suvarnavani,Accused
against,Deccan Herald,Accused
against,,Accused
against,,Accused
against,The New Indian Express,Accused
against,Kannada Prabha,Accused
against,Prajanudi,Accused
against,Sadhvi,Accused
against,Kannada Belaku,Accused
against,,Accused
against,,Accused
against,Dabang Duniya,Accused
against,Satya Shodhak Rahi,Accused
against,,Accused
against,Dainik Jagran,Accused
against,the Editor Mangalam Kerala,Accused
against,,Accused
against,Mumbai Mirror,Accused
against,,Accused
against,,Accused
against,,Accused
against,‘Times of India’,Accused
against,"M/s. Chitra, Publications (P) Ltd.",Accused
against,‘Dainik Jagran’,Accused
against,Ranchi,Accused
against,,Accused
against,,Accused
against,Buland Rashtra,Accused
against,The Hindu.,Accused
against,,Accused
against,Malai Murasu.,Accused
against,,Accused
against,Qamar Express,Accused
against,Kannada Prabha,Accused
against,,Accused
against,,Accused
against,,Accused
against,‘The Statesman’,Accused
against,The Times of India,Accused
against,Batori,Accused
against,The Times of India,Accused
against,,Accused
against,Samaygati,Accused
against,Lokmat Times.,Accused
against,Dainik Bhaskar,Accused
against,Amar Ujjala,Accused
against,Maruti Express,Accused
against,,Accused
against,,Accused
against,DNA,Accused
against,,Accused
against,,Accused
against,Dainik Jagran,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Dainik Bhaskar,Accused
against,Dainik Jagran,Accused
against,,Accused
against,Patrika,Accused
against,The Inquilab,Accused
against,The Pune Mirror,Accused
against,The Pune Mirror,Accused
against,Andhra Jyothi,Accused
against,Dainik Aaj,Accused
against,Parivarik Dastak,Accused
against,Dainik Bhaskar,Accused
against,,Accused
against,Amar Asom,Accused
against,Times of India,Accused
against,Dainik Agradoot,Accused
against,Hindustan,Accused
against,Lakshaydhari,Accused
against,Dainik Lokmat,Accused
against,Lankesh,Accused
against,,Accused
against,City Sixty Samachar,Accused
against,Dainik Bhaskar,Accused
against,Mumbai Mirror,Accused
against,Amar Ujala,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Pratidin,Accused
against,,Accused
against,Dainik Bhaskar,Accused
against,,Accused
against,Pradesh Today,Accused
against,,Accused
against,Early Times,Accused
against,Dharitri,Accused
against,Dharitri,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Pratidin,Accused
against,Dainik Supreme News,Accused
against,Dainik Jagran,Accused
against,Dainik Jagran New Delhi,Accused
against,Patrika,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Indian Express,Accused
against,Rajasthan Patrika,Accused
against,Bhaskar,Accused
against,Times of India,Accused
against,Loksatta,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Rajamarga,Accused
against,,Accused
against,Hari Bhumi,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Pradesh Today,Accused
against,Hindi Gazette,Accused
against,Lokmat,Accused
against,Dainik Bhaskar,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Dainik Bhaskar,Accused
against,Janmabhumi,Accused
against,Hindustan,Accused
against,Patrika,Accused
against,Dainik Samrat,Accused
against,Aaj,Accused
against,The Daily Rising Kahsmir,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Murasoli',Accused
against,,Accused
against,"Supplement of Maharashtra Times, Bennett, Coleman and CO.",Accused
against,Kothrud Times,Accused
against,Jabalpur Express,Accused
against,Shri Rajesh Kumar Chopra,Accused
against,Nai Duniya,Accused
against,Nav Bharat,Accused
against,Patrika,Accused
against,Sakshi,Accused
against,Ranchi Express,Accused
against,,Accused
against,,Accused
against,University Today,Accused
against,Kalai Kathir,Accused
against,Dinamalar,Accused
against,Daily Thanthi,Accused
against,Daily Thanthi,Accused
against,Hindustan Times,Accused
against,Rozana Spokesman,Accused
against,,Accused
against,Awami Salar,Accused
against,Voice of Lucknow,Accused
against,Kanji Times,Accused
against,Rahat Times Lucknow.,Accused
against,Spasht Aawaj,Accused
against,Swatantra Bharat,Accused
against,,Accused
against,Dainik Bhaskar,Accused
against,,Accused
against,Rajasthan Patrika,Accused
against,,Accused
against,Dainik Tribune,Accused
against,Lokdrishti,Accused
against,The Asian Age,Accused
against,Daudti Dilli,Accused
against,Hindustan,Accused
against,Super Cinema,Accused
against,,Accused
against,The Pioneer,Accused
against,Hindustan.,Accused
against,The Biswas,Accused
against,Aaj ka Sanvidhan,Accused
against,Dainik Jagran' Agra,Accused
against,Anuchar.,Accused
against,Asomiya Pratidin,Accused
against,Chamakta Aaina,Accused
against,,Accused
against,Hindustan,Accused
